Time	Node	Type	Packets	
42	9	CacheMisses	0
42	10	CacheHits	0
42	10	CacheMisses	0
42	11	CacheHits	0
42	11	CacheMisses	0
43	p1	CacheHits	0
43	p1	CacheMisses	0
43	p2	CacheHits	0
43	p2	CacheMisses	0
43	r1	CacheHits	0
43	r1	CacheMisses	0
43	r2	CacheHits	0
43	r2	CacheMisses	0
43	r3	CacheHits	0
43	r3	CacheMisses	0
43	r4	CacheHits	0
43	r4	CacheMisses	0
43	6	CacheHits	0
43	6	CacheMisses	0
43	7	CacheHits	0
43	7	CacheMisses	0
43	8	CacheHits	0
43	8	CacheMisses	0
43	9	CacheHits	0
43	9	CacheMisses	0
43	10	CacheHits	0
43	10	CacheMisses	0
43	11	CacheHits	0
43	11	CacheMisses	0
44	p1	CacheHits	0
44	p1	CacheMisses	0
44	p2	CacheHits	0
44	p2	CacheMisses	0
44	r1	CacheHits	0
44	r1	CacheMisses	0
44	r2	CacheHits	0
44	r2	CacheMisses	0
44	r3	CacheHits	0
44	r3	CacheMisses	0
44	r4	CacheHits	0
44	r4	CacheMisses	0
44	6	CacheHits	0
44	6	CacheMisses	0
44	7	CacheHits	0
44	7	CacheMisses	0
44	8	CacheHits	0
44	8	CacheMisses	0
44	9	CacheHits	0
44	9	CacheMisses	0
44	10	CacheHits	0
44	10	CacheMisses	0
44	11	CacheHits	0
44	11	CacheMisses	0
45	p1	CacheHits	0
45	p1	CacheMisses	0
45	p2	CacheHits	0
45	p2	CacheMisses	0
45	r1	CacheHits	0
45	r1	CacheMisses	0
45	r2	CacheHits	0
45	r2	CacheMisses	0
45	r3	CacheHits	0
45	r3	CacheMisses	0
45	r4	CacheHits	0
45	r4	CacheMisses	0
45	6	CacheHits	0
45	6	CacheMisses	0
